from_id,GEOID,travel_time_minutes,site_id,site_name
yankee_stadium,36081101003,116.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081097206,,yankee_stadium,Yankee Stadium
yankee_stadium,36081100803,109.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081100804,117.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081155103,116.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081066401,,yankee_stadium,Yankee Stadium
yankee_stadium,36081033405,97.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081155104,106.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081025402,86.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081025401,79.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081028803,94.0,yankee_stadium,Yankee Stadium
yankee_stadium,36081028802,94.0,yankee_stadium,Yankee Stadium
